budget,keywords,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,tagline,vote_average,vote_count,cast,director,year,month,return_rate,History,Documentary,Crime,Thriller,Foreign,War,Adventure,Western,Music,Mystery,Action,Comedy,Science Fiction,Romance,Fantasy,Drama,Animation,Family,Horror,suomi,Somali,اردو,Pусский,فارسی,Polski,Română,తెలుగు,Deutsch,Latin,ελληνικά,Português,Español,العربية,English,Український,Hrvatski,Magyar,Cymraeg,தமிழ�?Dansk,isiZulu,Afrikaans,हिन्दी,shqip,Bahasa indonesia,普通话,Català,Galego,Slovenčina,қазақ,Italiano,Français,Nederlands,Türkçe,বাংল�?български език,Kiswahili,svenska,Gaeilge,Srpski,Eesti,한국�?조선�?No Language,ਪੰਜਾਬੀ,Esperanto,پښتو,Tiếng Việt,עִבְרִית,广州�?/ 廣州�?Norsk,日本�?ภาษาไท�?Český,Íslenska,L1,L2,L3,L4,L5,L6
34000000,"['upper class', 'new york', 'lover', 'countess', 'lawyer', '19th century']","Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",9.133747,['Columbia Pictures'],['United States of America'],1993/9/17,32255440,139,In a world of tradition. In an age of innocence. They dared to break the rules.,7,169,"[""['Daniel Day-Lewis'"", "" 'Michelle Pfeiffer'""]",Martin Scorsese,1993,9,-5.131058824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,"['brain tumor', 'operation', 'queen', ""love of one's life"", 'surgeon', 'tree', 'dying and death', 'transience', 'immortality', 'maya civilization', 'monkey', 'conquest']","Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.",24.606012,"['Regency Enterprises', 'Warner Bros.', 'Muse Entertainment Enterprises', 'Protozoa Pictures', 'New Regency Pictures']",['United States of America'],2006/9/6,15304890,96,Death is the road to awe,6.8,827,"[""['Hugh Jackman'"", "" 'Rachel Weisz'""]",Darren Aronofsky,2006,9,-56.27174286,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000000,[],A store clerk and an ice cream truck driver are thrown together when a dying scientist entrusts them with a deadly chemical kept in ice. This chemical will kill every living thing once it melts. They have to take the chemical codenamed 'Elvis' to the next nearest military base while being chased by terrorists who want it to hold the country for ransom.,3.276912,"['Warner Bros.', 'Morgan Creek Productions']",['United States of America'],1999/9/1,11263966,101,"This Fall, Action is served on the rocks, with a twist.",5.3,29,"[""['Cuba Gooding Jr.'"", "" 'Skeet Ulrich'""]",Hugh Johnson,1999,9,-83.90862,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,"['taxi driver', 'thief', 'fbi agent']","A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi.",16.830184,"['Saturn Films', 'Nu Image Films', 'Millennium Films']",['United States of America'],2012/5/17,2106557,96,Never steal from the world's greatest thief.,5.1,344,"[""['Nicolas Cage'"", "" 'Malin Åkerman'""]",Simon West,2012,5,-93.98126571,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41677699,"['mother', 'fish', 'cliff', 'father', 'mermaid', 'princess', 'anime']","The son of a sailor, 5-year old Sosuke lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish. The daughter of a masterful wizard and a sea goddess, Ponyo uses her father's magic to transform herself into a young girl and quickly falls in love with Sosuke, but the use of such powerful sorcery causes a dangerous imbalance in the world. As the moon steadily draws nearer to the earth and Ponyo's father sends the ocean's mighty waves to find his daughter, the two children embark on an adventure of a lifetime to save the world and fulfill Ponyo's dreams of becoming human.",39.58676,"['Studio Ghibli', 'The Yomiuri Shimbun', 'Hakuhodo DY Media Partners', 'Mitsubishi', 'Lawson', 'Walt Disney Company', 'Taikei Office', 'Asahi Soft Drinks Company']",['Japan'],2008/7/19,187479518,100,Welcome To A World Where Anything Is Possible.,7.5,926,"[""['Yuria Nara'"", "" 'Hiroki Doi'""]",Hayao Miyazaki,2008,7,349.8317386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34000000,"['based on novel', 'art student', 'cowboy', 'injury', 'bull riding', 'romantic drama', 'young adult']",The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,41.946523,"['Fox 2000 Pictures', 'Temple Hill Entertainment']",['United States of America'],2015/4/9,63013281,128,Two couples. Two love stories. One epic tale.,7.3,1064,"[""['Scott Eastwood'"", "" 'Britt Robertson'""]","George Tillman, Jr.",2015,4,85.33317941,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75000000,"['wife husband relationship', 'space travel', 'space', 'mission', 'pregnancy', 'astronaut']","When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",20.697556,"['New Line Cinema', 'Mad Chance']",['United States of America'],1999/8/26,19598588,109,How well do you know the one you love?,5.4,254,"[""['Johnny Depp'"", "" 'Charlize Theron'""]",Rand Ravich,1999,8,-73.86854933,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,"['prison', 'south africa', 'apartheid', 'biography', 'nelson mandela', 'historical figure']",A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,15.50957,"['Distant Horizons', 'Film Afrika Worldwide', 'Videovision Entertainment', 'Pathe', 'Origin Pictures']","['United Kingdom', 'South Africa']",2013/12/6,27330000,141,It is an ideal for which I am prepared to die.,6.5,224,"[""['Idris Elba'"", "" 'Naomie Harris'""]",Justin Chadwick,2013,12,-21.91428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32000000,"['journalist', 'russian revolution 1917']",A radical American journalist becomes involved with the Communist revolution in Russia and hopes to bring its spirit and idealism to the United States.,4.602185,"['Barclays Mercantile Industrial Finance', 'JRS Productions']",['United States of America'],1981/12/25,40382659,195,Not since Gone With The Wind has there been a great romantic epic like it!,7.1,67,"[""['Warren Beatty'"", "" 'Diane Keaton'""]",Warren Beatty,1981,12,26.19580937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000000,"['suicide', 'underdog', 'suspicion of murder', 'court case', 'navy', 'law', 'dying and death', 'guantanamo bay', 'marine corps', 'military court', 'code red', 'command', 'military base', 'u.s. navy', 'sexism', 'right and justice', 'based on play', 'court martial', 'flashback', 'platoon leader', 'military law']","When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",40.379966,['David Brown Productions'],['United States of America'],1992/12/11,243240178,138,,7.1,877,"[""['Tom Cruise'"", "" 'Jack Nicholson'""]",Rob Reiner,1992,12,508.100445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000000,"['corruption', 'scandal', 'shadowing', 'police']","Maverick cop Orin Boyd always brings down the domestic terrorists he tracks, but he ruffles feathers with his unorthodox techniques -- and soon finds himself reassigned to the toughest district in Detroit. When he discovers a group of detectives secretly operating a drug ring, Boyd joins forces with an unlikely ally -- gangster Latrell Walker -- to bring down the rotten cops.",12.601306,"['Village Roadshow Pictures', 'NPV Entertainment', 'Warner Bros.']","['Canada', 'United States of America']",2001/3/13,79958599,101,This Is Gonna Hurt,5.3,110,"[""['Steven Seagal'"", "" 'DMX'""]",Andrzej Bartkowiak,2001,3,59.917198,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,"['绝地奶霸', '卧底肥妈', 'big爆任�?, '超级妈妈']","When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",24.389194,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises']","['Germany', 'United States of America']",2000/5/31,173959438,98,This FBI agent is going undercover... and he's concealing more than a weapon.,5.6,506,"[""['Martin Lawrence'"", "" 'Nia Long'""]",Raja Gosnell,2000,5,479.8647933,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,"['alien invasion', 'american abroad', 'moscow', 'unlikely heroes', 'failed business']","In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",23.328823,"['Summit Entertainment', 'Regency Enterprises', 'Bazelevs Production', 'The Jacobson Company', 'New Regency Pictures']","['United States of America', 'Russia']",2011/12/22,64626786,89,Survive The Holidays,4.8,469,"[""['Emile Hirsch'"", "" 'Rachael Taylor'""]",Chris Gorak,2011,12,115.42262,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33000000,"['flash mob', 'dance instructor', 'real estate development', 'nike', 'dance company']","Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",29.775441,['Summit Entertainment'],['United States of America'],2012/7/26,140470746,99,One Step Can Change Your World,6.7,663,"[""['Kathryn McCormick'"", "" 'Ryan Guzman'""]",Scott Speer,2012,7,325.6689273,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33000000,"['snake', 'suspense', 'fbi agent', 'death', 'animal attack', 'first class', 'duringcreditsstinger', 'snake attack', 'witness to a crime', 'plane']","America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.",19.642328,['New Line Cinema'],['United States of America'],2006/8/6,62022014,105,"At 30,000 feet, snakes aren't the deadliest thing on this plane.",5.1,497,"[""['Samuel L. Jackson'"", "" 'Julianna Margulies'""]",David R. Ellis,2006,8,87.94549697,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33000000,"['chain', 'submachine gun', 'undercover', 'smuggling', 'twin brother', 'marvel comic', 'one man army', 'massacre', 'extreme violence', 'family reunion', 'pier']","When undercover FBI agent Frank Castle's wife and son are slaughtered, he becomes 'the Punisher' -- a ruthless vigilante willing to go to any length to avenge his family.",35.099611,"['Lions Gate Films', 'VIP 3 Medienfonds', 'Valhalla Motion Pictures', 'Marvel Enterprises', 'VIP 2 Medienfonds']","['Germany', 'United States of America']",2004/4/15,54700105,124,"There is no justice, there is only revenge.",6.1,766,"[""['Thomas Jane'"", "" 'John Travolta'""]",Jonathan Hensleigh,2004,4,65.75789394,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,"['restaurant', 'sport', 'coach', 'athlete', 'newcastle united', 'computer games']","Like millions of kids around the world, Santiago harbors the dream of being a professional footballer...However, living in the Barrios section of Los Angeles, he thinks it is only that--a dream. Until one day an extraordinary turn of events has him trying out for Premiership club Newcastle United.",16.541791,"['Touchstone Pictures', 'Milkshake Films', 'Hargitay & Hargitay Pictures in Motion']","['United Kingdom', 'United States of America']",2005/6/6,27610873,118,Every Dream Has A Beginning,6.6,238,"[""['Kuno Becker'"", "" 'Alessandro Nivola'""]",Danny Cannon,2005,6,-7.963756667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,['broken trachea'],"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",31.92695,"['Lawrence Bender Productions', 'IM Global', 'Automatik Entertainment', 'Trigger Street Productions', '87Eleven']",['United States of America'],2012/4/16,40346186,94,She has the code. He is the key.,6.3,799,"[""['Jason Statham'"", "" 'Chris Sarandon'""]",Boaz Yakin,2012,4,34.48728667,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32350000,"['rebel', 'brother sister relationship', 'emperor', 'space battle', 'matter of life and death', 'spaceship', 'death star', 'jabba the hutt', 'ewoks', 'jedi', 'space opera']","As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.",46.509071,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']",['United States of America'],1983/5/23,572700000,135,The Empire Falls...,7.9,4665,"[""['Mark Hamill'"", "" 'Harrison Ford'""]",Richard Marquand,1983,5,1670.324575,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000000,"['dystopia', 'quarantine', 'futuristic', 'sword fight', 'lethal virus']","A lethal virus spreads throughout the British isles,infecting millions and killing hundreds of thousands. To contain the threat, acting authorities brutally quarantine the country as it succumbs to fear and chaos. The quarantine is successful. Three decades later, the Reaper virus violently resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare.",21.538222,"['Rogue Pictures', 'Intrepid Pictures', 'Scion Films', 'Moonlighting Films', 'Internationale Filmproduktion Blackbird Dritte', 'Crystal Sky Pictures']","['Germany', 'United Kingdom', 'United States of America', 'South Africa']",2008/3/14,22211426,108,Mankind has an expiration date.,5.8,363,"[""['Rhona Mitra'"", "" 'Bob Hoskins'""]",Neil Marshall,2008,3,-25.96191333,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32000000,"['germany', 'war crimes', 'trial', 'female prisoner', 'teenager', 'law student', 'teenage sexuality', 'older woman younger man relationship', 'teenage sex', 'affair']","The story of Michael Berg, a German lawyer who, as a teenager in the late 1950s, had an affair with an older woman, Hanna, who then disappeared only to resurface years later as one of the defendants in a war crimes trial stemming from her actions as a concentration camp guard late in the war. He alone realizes that Hanna is illiterate and may be concealing that fact at the expense of her freedom.",33.923786,"['Studio Babelsberg', 'Filmförderanstalt (FFA)', 'The Weinstein Company', 'Filmstiftung Nordrhein-Westfalen', 'Mirage Enterprises', 'Filmförderungsanstalt (FFA)', 'Medienboard Berlin-Brandenburg', 'Deutsche Filmförderfonds (DFFF)', 'Mitteldeutsche Medienförderung (MDM)']","['Germany', 'United States of America']",2008/12/10,113019290,124,Behind the mystery lies a truth that will make you question everything you know.,7.2,813,"[""['Kate Winslet'"", "" 'Ralph Fiennes'""]",Stephen Daldry,2008,12,253.1852813,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000000,"['hippie', 'commune', 'nudism', 'nude protest', 'aftercreditsstinger', 'duringcreditsstinger']","Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",20.908494,"['Relativity Media', 'Apatow Productions', 'A Hot Dog']",['United States of America'],2012/2/23,24159934,98,Leave your baggage behind,5.3,394,"[""['Paul Rudd'"", "" 'Jennifer Aniston'""]",David Wain,2012,2,-30.97161714,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32000000,"['holiday', 'elves', 'santa claus', 'looking for  birth parents', 'romance', 'north pole', 'christmas']","When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",16.901954,"['New Line Cinema', 'Gold/Miller Productions', 'Guy Walks into a Bar Productions']","['United States of America', 'Germany']",2003/10/9,173398518,97,"This holiday, discover your inner elf.",6.4,987,"[""['Will Ferrell'"", "" 'James Caan'""]",Jon Favreau,2003,10,441.8703688,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32000000,"['brain tumor', 'telekinesis', 'genius', 'terminal illness', 'doctor', 'psionic power']","An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",15.039407,['Touchstone Pictures'],['United States of America'],1996/7/5,152036382,123,Some things in life just can't be explained.,6.2,323,"[""['John Travolta'"", "" 'Kyra Sedgwick'""]",Jon Turteltaub,1996,7,375.1136938,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32000000,"['nun', 'sport', 'orphanage', 'ordensbruder', 'ringer', 'money']","Nacho Libre is loosely based on the story of Fray Tormenta (""Friar Storm""), aka Rev. Sergio Gutierrez Benitez, a real-life Mexican Catholic priest who had a 23-year career as a masked luchador. He competed in order to support the orphanage he directed. The producers are Jack Black, David Klawans, Julia Pistor, and Mike White.",14.642055,"['Paramount Pictures', 'Nickelodeon Movies', 'Black & White Productions']",['United States of America'],2006/6/16,80197993,92,He's not lean. He's not mean. He's nacho average hero.,5.6,359,"[""['Jack Black'"", "" 'Ana de la Reguera'""]",Jared Hess,2006,6,150.6187281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32500000,"['competition', 'jealousy', 'fight', 'materialism', 'bridesmaid', 'female friendship', 'fear of commitment', 'wealth', 'mother daughter relationship', 'wedding party', 'sexual humor', 'best friend', 'maid of honor', 'drunk', 'wedding dress', 'group of friends', 'casual sex', 'vanity', 'girl fight', 'missing woman', 'out of control']","Annie’s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian’s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",17.107065,"['Universal Pictures', 'Relativity Media', 'Apatow Productions']",['United States of America'],2011/4/28,288383523,125,Save the date,6.5,1661,"[""['Kristen Wiig'"", "" 'Rose Byrne'""]",Paul Feig,2011,4,787.3339169,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32000000,"['rape', 'monster', 'panic', 'friendship', 'celebrity', 'satire', 'party', 'possession', 'dark comedy', 'end of the world', 'apocalypse', 'drug', 'demon', 'self-referential', 'actor']","While attending a party at James Franco's house, Seth Rogen, Jay Baruchel and many other celebrities are faced with the apocalypse.",38.21708,"['Columbia Pictures', 'Mandate Pictures', 'Sony Pictures Entertainment (SPE)', 'Point Grey Pictures']",['United States of America'],2013/6/12,126041322,107,Nothing ruins a party like the end of the world.,6.3,2359,"[""['James Franco'"", "" 'Jonah Hill'""]",Seth Rogen,2013,6,293.8791313,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29000000,"['vatican', 'miracle', 'christian', 'faith', 'clergyman', 'atheist']","A young woman with no strong religious beliefs, Frankie Paige begins having strange and violent experiences, showing signs of the wounds that Jesus received when crucified. When the Vatican gets word of Frankie's situation, a high-ranking cardinal requests that the Rev. Andrew Kiernan investigate her case. Soon Kiernan realizes that very sinister forces are at work, and tries to rescue Frankie from the entity that is plaguing her.",14.993169,"['FGM Entertainment', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],1999/9/10,50041732,103,The messenger must be silenced.,6,242,"[""['Patricia Arquette'"", "" 'Gabriel Byrne'""]",Rupert Wainwright,1999,9,72.55769655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32000000,"['diving', 'u.s. navy']","Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",24.147269,['Fox 2000 Pictures'],['United States of America'],2000/9/13,48814909,129,History is made by those who break the rules.,7,544,"[""['Robert De Niro'"", "" 'Cuba Gooding Jr.'""]","George Tillman, Jr.",2000,9,52.54659063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32000000,['heist'],"A seasoned team of bank robbers, including Gordon Jennings (Idris Elba), John Rahway (Paul Walker), A.J. (Hayden Christensen), and brothers Jake (Michael Ealy) and Jesse Attica (Chris Brown) successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost (Tip T.I. Harris), a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer (Matt Dillon) inches closer to apprehending the criminals.",18.47242,['Rainforest Films'],['United States of America'],2010/8/26,69055695,107,Who's Taking Who?,6,394,"[""['Chris Brown'"", "" 'Hayden Christensen'""]",John Luessenhop,2010,8,115.7990469,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
